user_id,goods_id,category_id,comment
10836,3547450,1817004,送货太慢了，还是京东自营，成都市区内送货，半天也把成都跑完了吧，硬是6.21订单，6.24下午才收到货，外省的也送到了吧，很失望，帮别人买的，产品质量不做评论！
2758,3812712,1464116,做工精细，能与平果pk，续航能力可以，就是配置底了点，总之是可以了，性价比高。
6284,1900509,284968,之前买过，味道酸酸甜甜的，很脆，水分充足，快递小哥态度非常好，送货速度好快！有一个苹果差点！整体满意！
880,3545726,5053508,是给男朋友买的 所以不知道怎么样 他说挺好的 应该不错 本来京东上的东西都挺好的
6461,2875029,4718907,很差的一次购物，三个火龙果中有一个是烂的！
6090,4508087,965809,"机身外壳采用烤漆工艺,不易留下指纹；功能全面，内存大。"
4796,35967,2520771,洗头有点用，但是和十块钱的洗发露没差别。不能生发，我要的是生发的啊！差评
6622,1883156,3002561,很小，一个个的不新鲜。一分钱一分货。
10117,5002645,4869837,这套书陆陆续续地买了好多本，以前只是挑自己喜欢的那册买，现在渐渐地很想把它都买齐了。看了好多本，感觉有些象中国版的猫和老鼠，那狼和那笨猫一样可爱又笨得可笑，老是让那只老鼠捉弄得团团转，这只狼也一样，除了傻，还真的很可爱，可爱得让人感觉狼原来也是可以很可爱的。不过遗憾的是这本书中没有书签，以前买的都有，是一张很精美的卡片，不知道为什么？
8053,3500631,1964754,太好用了 儿子很喜欢
6203,1229316,1320293,还可以啊，只是这阵价格比前面贵
1515,3118831,4596941,既然还有难的苹果送给我，还难成这样子，无语，下次不会再买了！
192,1513906,2042400,老牌子了，味道非常喜欢，比超市便宜多了，快递哥超速块，一天就到家了。下次需要还l是它...
4813,2973206,3155703,什么洗发水呀，本来没有头皮屑的，用了这个洗发水头皮屑反而越来越多，果断不敢用了～～～
10676,528125,2578647,太差了，钢化膜有个角贴不上，手机反应太差，一样的网络别的手机比它快一倍还不止，
10926,3835158,401765,我真心恼火！本次购物不满意，套子是半包不说磁力太小总会掉，实在很不满意。送的钢化膜还有一个洞。我想退货强烈要求退货处理。
10502,3440353,937407,总体感觉就是 做不出性价比高的平板来 就别做 也不能 忽悠人吧
4410,4564358,2939262,一直都有在使用潘婷洗发水，使用后头发挺柔顺的，发质的问题也改善了不少，上次买的已经用完了，这次有来买了，坚持在使用
763,413783,5071267,"基本上没啥用,书看完了单词没记住几个,背单词还是得靠每天的死记.也可能是不会使用此书或者是我太笨了?"
8163,5067429,2735466,买了3件货、只发一件、显示订单完成、联系客服、说给我反馈问题、马上过年了、请问京东什么时能解决问题
8501,1293061,4308141,1、初次见v36的感觉是薄而平，厚度大概有1cm吧 这在直板机中目前已将算是最薄的，手感挺舒服，样子和755差不多，屏幕大，为了突出机器的薄键盘整体是平的，但按起来不肉，不涩，很顺畅。2、65536的彩屏确实很清晰，声音 铃声都很大，内置了二首原唱歌曲及经典的世界名曲，没有破音很醇厚。3、FM有些手机上有，比较人性化的功能，有些手机设置频道时很不方便，需要搜索，在保存，现在简单了，除了有手动搜索外，还有自动搜索，各各频道全部拿下，送的原装耳机也了得，超重低音，震撼你的耳膜，尽情去HI-FI吧。
8557,1360283,982926,一，铃声太小。据说把环绕关掉之后会大一些，但还是不够大。二，对mp3支持尚不够理想。需要DM格式，还不能大于192Kpbs。不能随心所欲想要什么铃声就什么铃声。三，输入法设计的不太科学，需要长按数字键。四，我用蓝牙传文件老说蓝牙文件传输服务不存在，连接失败，有蓝牙拨号网络服务和对象交换服务，就没有文件传输，我传不了文件。
9240,2451066,2314022,不好吃，闻着好香，其实中间已经木了。不过没有吃完，不知道是个别现象还是全部
10667,3845185,307943,好可以 但是跟 小米的 手表比起来 很一般
5773,3710236,4145813,用了一个星期，屏幕就出现浅黄色的线，我无语啦！
8489,4670692,160181,1、外观的确不错；2、输姓名的时候把名字里常用字放前面，比较为人着想。因为我的卡补回来号码全没了，100多个重新输过，体会比较深刻；3、声音不错；4、键盘设计的不错，按起来舒服。
11036,1132015,149192,京东无耻，卖返修货
7629,1839978,4298656,就是一些浅显的道理，不过女人多了解一点也没坏处。看一下前言后记就可以了。
7577,1848540,2972679,"斯凯瑞金色童年系列确实不错,已买全4辑.孩子很喜欢,在我强行收起来的那晚还为此哭了一回.画面很丰富,文字相较一般意义上的绘本也多很多,故个人认为适合大宝宝亲子阅读.自家孩子目前刚2岁半.整4辑都留到她再大点拿出来喽.第一辑和第三辑一起到的,给孩子看过,那阵子孩子每天都必看《轱辘轱辘转》，<<忙忙碌碌镇>>,和第三辑全3本.喜欢找金虫子.后来有一天带她去邮局,她说她的书上有的.有时真的不得不佩服孩子们的记忆力!"
3289,2268550,1963052,什么服务，典型的欺诈消费者，说好的赠品一件都没有，亏我一直这么支持京东！差评
10571,568700,200278,刚开始用，还不错，反应挺快，用段时间再来追评
5235,2583697,2033408,东西质量不错，一直信赖京东，棒棒的！！
6795,511264,2465336,一天整就收到货了，好快！打开后满满一盒子，100块钱买三瓶沙宣真的很值！！！
10242,4972482,50601,看了《饮食定生死》，觉得它是一本通俗易懂的健康科普读物。从中我认识到了食物对健康的影响是如此之大，许多的疾病发生与饮食健康有关，正确合理的饮食可以让我们远离很多疾病。同时，也让我知道了那些对我们有益的功能性食物在健康调理方面的作用。在正确的医疗后配合功能性食品的调理，使我们的疾病康复得更快。螺旋藻我在吃，感觉不错。
6483,72810,2939262,不怎么新鲜，个头比较小，价格贵，不满意极了
6084,853477,4756105,"刚发完评论,有网友问机子经常出现内存已满的警告,我用A780近一年知道什么原因,是电话卡内存满了,不必担心,机子和扩展卡地方大着了,卡里的信息可删可不删."
8866,5351,401357,有大的有小的个头差别比较大 总体比较红还没吃
3571,1910604,846990,虽然内置了MP3播放器，但手机内存只有26MB，也没有像VS7那样支持miniSD卡扩展。而在数据连接方式方面则舍弃了蓝牙功能，仅支持红外和USB数据传输。
6010,3107774,3311020,刚过15天换货期就主板坏了，维修就是无尽的等待
4675,963611,2693696,无聊的商家买假货，以前洗的都不会这样，洗了就痒，浪费钱？
9422,1115226,2794147,宝贝收到了，已经用了一段时间再来评价的，效果非常好，一洗一护，不伤头发，以后就是他它了
1824,5096568,1963052,垃圾，一堆歪瓜裂枣也好意思买这个价钱，市场10块一大堆的都比你强。
9422,4912239,3158249,收到东西候里面竟然漏液了，还有虫子
3851,4435051,2355072,还可以吧，换换口味夏天不能老吃西瓜
764,2384829,3381583,定了这么久的书，没遇到这样的，舒适送给老人的，说是赠送全彩经脉图根本就没有。
131,3160616,4514070,昨晚买了两箱今天到了打开看果子还是挺亮的    不会失望
1449,1994387,1274818,不好吃，有几个发霉了，有两个超级迷你，还有可能在冰箱里放久了，上面都是水珠，并且吃起来一点都不甜
294,3720626,4763051,这个很好用，速度很快，清晰，声音也大。比我手上老版本中iPad好用多了。支持国货！遗憾就是屏幕还是小了点。
7991,403792,3747017,商品质量不错，配送及时。
5537,1212570,532507,很舒服，很大只 玩玩王者不卡 很牛逼 画质很好
8521,4888888,846990,你的观点有点太片面性了，这机子我用子，彩屏加和弦加GPRS。
9239,5129843,1884322,京东第一个差评送你了，火龙果又小又不新鲜，明显缺斤少两而且非常非常蔫。
10027,376658,886203,为了达到那些令人羡慕的拥有， 而在区别彼此的不同，忘了做真正的自己，也许正是因为太多的惯性和常识才让自己更孤单，这套书很好，可惜一直都无法买全，它的另外几本至今也买不到：爱你本来的样子，你所需要的，你很特别……你是特别的，并不需要具有所谓的成就、才能、性格，而是，你本来就是特别的，在这个宇宙 我是独一不二，没人能取代，梦在手里，我可以。
4773,4557765,4756105,质量有问题，加了薄荷？洗完凉飕飕的，就是不干净。    我还买了三，倒霉
8331,4791759,4897718,差评买完就降价！每次从京东买完东西都得盯着！是不是降价了！
7047,2091818,3439012,用的感觉不好，味道也不对，不是正品！
8211,451991,3065645,刚刚到手，限购降价，申请价格保护不通过
3255,2673772,4550135,此款手机是人家用过的给我发的，收货没有发票，没有手机膜，打电话也不好用，买过那么多次京东产品，都是带发票，凭什么我买那么货都带发票，偏偏手机不带啊？价格低就发次品吗？京东手机垃圾，绝对垃圾，就不能退货了，能退货我早就退了
4472,2926153,4145813,效果不错，没有头皮屑了，味道很清新，双击6666'给个五星！
1118,893878,3852520,"外形美观,小巧,很适合女孩子用"
1324,4201524,4784134,他家苹果最贵，个头最大，但整体上看却不是特别匀称……口感甜脆，品质还不错哒……
2852,1075352,3214361,很好的板，很漂亮的衣服，很合适的面膜。5.2寸的荣耀小七和他的姊妹8.4寸板M3。
2190,2290834,3985474,买好了就降价，护发素有些漏，不太满意
470,4212114,1046047,我可能买了瓶JIA的的生姜洗发水，一点生姜味都没有。冼出来头发一点都不柔顺。
1652,607253,3102419,"我对你们这家店一直是持肯定的态度,抱以希望,并想长期购买你们的苹果,而且推荐亲朋好友购买,所以我这是第3次购买了.但是这次令我大失所望,苹果实在太小了吧,大多数比鸡蛋大不了多少,怀疑份量不知道够不够,太令我失望了,另外我想提醒大家没有标注规格和分量的水果请谨慎下单."
9831,1932231,208658,感觉不是正品，洗了头皮有点发痒
2861,1150660,970709,好好好好好好
7214,3503155,4138583,不好，这次买上当了。根本都不是我以前洗的那个清扬。
363,1317339,1249761,愿意吃苹果，应该不错，尝试一下。
6192,4803882,1045172,不知道怎么说了你们京东看看了，这是你们的发的苹果忽悠人啊好，和图片完全是两样的
1977,4919456,322167,挺实惠的，而且我是油性头发，所以一般的洗发水用的都不是特别要好，这个洗发水我用的感觉还挺好。还送了几瓶护发素，两瓶洗头的。如果在超市里面买，绝对没有这么便宜的价格。个人很喜欢，因为我是油性发质的头发，基本上一两天就特别特别油。而这款洗发水改变了我所有的烦恼。
1421,4151525,2706436,到货全都坏了，时间又久，还是不能买
1212,2751750,901282,苹果很甜，够脆 ，妈妈说好吃，有两个坏果，申请售后，很快客服来电就解决了，返回京豆，点个赞！
4429,4436779,3579754,这么多东西，才99元真划算，相信JD，好评
4360,3772301,2885642,沙宣的味道真的很好问，很喜欢，和超市买的一样，价格比超市便宜，还送货上门，真的很好，一直相信京东自营!
10420,2237183,1575622,很好用的，这是第二个了，力鼎华为荣耀手机
3412,821355,1464116,手机买了二十天，一直网络连接不稳定，以旧换新扣一千块，这就是我们自主品牌，只要销量，不要售后售后服务，这一星都是给客服的，什么也解决不了，什么也回答不了，一直都祝我开心
7270,1208659,2735466,洗了好多头皮屑????
2669,1370529,1516409,语言轻松幽默，阅读起来让人心情大好，内容实用，但是不喜欢把博客回复内容以及跟读者互动的话题全部照搬上来。感觉比较杂乱。
470,2310942,4197505,包装不严实，漏了一半瓶
10618,4771630,2578647,用俩天就黑屏啦
9422,1294189,3158249,很之前用的有有差别，后面没有生产许可的S标识。发现有5处不一样。我都蒙圈了。第一次用洗发水的图和官网图一致。现在买的很多差别
9944,579198,4284875,东西没问题，这一星纯粹是为了买完之后立马降价*给的，气死了！
10687,1193259,3465932,用了这么久才来评价，品质非常好，没有出现过任何问题。非常愉快的一次购物体验。下次还来
1330,3189772,3102560,一直买的是家庭装8个的那种，凑单第一次买6个装的苹果，个头均匀，看着挺新鲜 确实比8个装的那种小一点，但愿和大的一样好吃一样好吃京东自营下午一多下单，晚上8点sssonhj送货大家，京东自营就是.。
10232,2351278,3231625,"买这本书已经是几年前的事了,但这个魔法却一直在用,呵呵,挺管用的,一般只要数到2就行了,在刚开始使用的时候态度要坚决,惩罚要即时,时间不要太长,可以是五分钟,不要超过十分钟为好,现在这个魔法123基本上被我用在吃饭.睡觉上了,孩子和老公开饭时间总是不能即时到餐桌,睡觉也是,数到3关灯.老公在这个方法上也是极其配合,效果很好."
2927,4600377,2072473,很好，一直信任京东自营产品
10395,1465011,4018900,华为的牌子，质量还是不错的！值得推荐！
10363,3443485,570735,主要是想买来听课用的。华为做工不错，手感挺好。不过有两个问题，一是运输过程中包装有点磕碰，二是机器声音系统，微博微信等看了视频，结束后音响系统总会有“嘣”的一声，不知道是我这个机器的问题还是系统性问题，懒的换了。给快递小哥点个赞！
9611,812304,1080785,帮同事买的，速度很快，量也很足，价格也比超市便宜，很划算。
947,2722045,2042400,一直在用京东的清扬，根本停不下来，希望以后的活动多点再多点。，那一直用着京东。
3385,2241288,643645,系统有bug，接完电话挂掉之后死机，无响应！
10651,3051321,2436637,功能很强大，操作性能还可以
10092,4411651,4719814,"看了蔡先生的書已經超過十年了,從中學時期已經非常喜歡他了,還記得以前星期天趕著回家看他的節日的年代.這幾年時間小了,看書小了但也不時會想起蔡先生的書.這本新書是我看過最喜歡的一本.講了很多關於食物、素材、做法。非常有趣，我按書上的做過做過的四季豆，得到家人朋友的認可。用氣水盖刮姜十分好用，誠意推介~~呵呵~~還有其他的書關於對生活，做人的態度也十分欣賞。誠意推介在巴士上看~~"
1903,3467175,1508018,618特惠买的，但跟平时比起来又好像没便宜多少，因这两品牌一直在用，也一直都是在京东买，但比外面商场确实是便宜点。清扬连我家人也一直说好用，之后就没更改过了。
5901,1854569,2629787,这一分是给手机的，至于京东服务必须差评，手机收到当天发现掉价2*然后打电话给客服协商解决问题，客服说可以退差价但是只能退*，因为买机器时候有送手机壳，我就奇了怪了手机壳不是赠品吗吗吗怎么还有这么个说法，于是再协商说退我*京东券，想了好吧，就这么着吧，反正以后总要买东西，就接受了，今天想起洗发水没了，挑好洗发水什么的，去结账发现竟然不能用券，what，逗我呢，不是说全场通用吗？吗？吗？这又是闹哪样，总之，千万不要返券，都是坑，自己的钱不能用我买什么鬼，以后遇到这事，坚决退货重买，退货重买退货重买，记住了吗亲们！喵了个咪的，少我。*还什么也不能买，搞毛线。骗人技术一流，欺负我们不懂政策是吧。
10490,2974129,1464116,挺不错的，送货速度很快，必须好评！
1119,4300638,2558204,通话的话筒声音太小，，我找他们挑过一次还是不行，我现在只能用耳机打电话或接电话，有一个按键也坏了，没用多久，这手机质量太差，
1182,627600,3922526,味道不错，好吃啊，苹果正宗，味道不错，好吃啊，苹果正宗，味道不错，好吃啊，苹果正宗，
9249,3275664,245030,5.22日订货5.27日下午才到等的我花都谢了。ems真是垃圾中的战斗机，服务态度垃圾到极致了。竟然让客户自己去楼下取。还为自己找借口说骑得摩托车，车踢坏了离不开身。我服了。这苹果是不是小了点？以后不来这家店买了老用ems谁能受得了，不至于为了等这个苹果一星期不吃苹果吧？
470,2688181,3248072,这次京东太让我失望了，这个洗发水我老婆一直长期用，都是在大超市买，看到京东自营的特价，估计自营的应该没有问题，买了一瓶洗发水和一瓶护发素。结果洗的每次头痒头皮屑一堆。我是京东的金牌用户，一直都在京东买东西，涛胞基本不去，一直相信京东无假货。这次实在太失望了。
4969,2932006,1789614,算来也在本书所涉的领域呆了五年多了，学院描述实业能到此成色，非常好了！倒过来，也释然当年在大学的时候业务课程学多少忘多少，呵呵。不和实践相结合，确实难为在校大学生。现在的学生至少还生活在信息时代，还能打开涉及的一系列网站，印证书中的知识点，可就算这样，相信也比较有限：）
6443,2748679,3441583,苹果大小不一，有小部分烂的，不过售后态度很好都给解决了，给售后五星
942,855702,2728585,还算是第一次用沙宣这套产品吧，以前朋友家用过一次，不觉得怎么样，但是这次配套使用，觉得还可以，护发素香香的，这个味道还比较喜欢，洗完的确感觉得到头发滑滑的，顺顺的，发质还可以的感觉。这次用完了，下次应该还会继续买。喜欢这个味道，洗过后不要用指甲抠头皮就不痒，头屑还好吧。正常情况。
6446,4512671,4756105,苹果吃了人不舒服。不敢吃了！全部都要丢掉，才吃了三个！
839,4670864,4801426,无线wifi接收性能弱，同一信号强度，华为手机可联上，这个不稳定
4177,4157341,3901193,苹果好多都是烂的。价格也不低了，为什么还买不到好水果？
2450,2696433,1299190,昨天晚上看完了，此书揭开了猎头的神秘面纱，将猎头与HR的运作展现在人们面前。以小说的形式，将猎头的工作展现开来，期间穿插有关猎头的叙述，受益匪浅。主人公是一个极富正义感的、信守承诺的、优秀的、有才华的人物，他看穿了世事的虚浮，寻找着一片宁静的内心世界。故事结尾又未免过于伤感，失去至亲至爱的人，表现出来他最最脆弱的一面，仿佛感受到他撕心裂肺的伤痛。期待续的出版。
2916,2500376,4159072,快递速度超快，隔天就到，一直用华为，支持国产
4037,114685,801221,照实物比收到的苹果也差太远了，尝了一个味道也没啥突出的，感觉掉沟里了。
9970,4268887,2520377,赠送几个小瓶，只有半瓶。便宜没好货，好货不便宜。
428,4764295,5071267,第二次和第一次的质量真是天壤之别
2339,4441862,1464116,十号下单，20号没收到货.期间致电客服，说双十一忙，让我等，后又说帮我补发一份，19号之前到，至今无果
10989,2908317,1265358,开箱之后发现正面玻璃有指纹，背面也有。立马打开相册果不其然有一张11月21号的照片。都说京东卖二手给顾客不是瞎说。试了下机器目前也没发现大毛病，懒得退了，估计退的话也不是那么轻松。京东的工作人员请你们下次卖二手时，能不能把指纹啥的处理干净。包装做的很新这点值得表扬
974,4433033,4357323,洗发水和护发素一起买的。很不错，感觉很好
6013,2566957,1288487,很客观的说，如果有准备入手这款平板的买家还是看看其他的吧，比如说苹果、小米什么的。说好的乐视会员根本不兑现，各种借口和理由……
2144,5033350,3776866,商品是假的…京东真是垃圾到家了
10045,4077586,558667,佩服若曦，一直都坚持要寻找爱，不肯做小老婆。所以，这样的结局才是最好的吧。先看了梦回，再看步步，只能说各有千秋吧，梦回看的时候更震撼点，毕竟是当时看的第一本穿越。但是步步看了，更加的让人回味。其中的爱，也值得去慢慢的细细品味。一边爱着对方，一边在互相伤害。比起那些已经泛滥的白痴女主，加上超帅，超痴情的男主的荒唐故事。这样的好书，实在是太难得了
2669,5067429,2735466,一岁9个月的宝宝不是很喜欢，希望他大点会喜欢
10926,821596,2735466,没试过差评试一下
967,2761478,4015820,很实惠，比超市卖的便宜多了！
2166,2830507,2878148,跟在超市买的味道不一样，假的，差
6644,2811625,3002561,第二次买，真是小的可怜，不比小沙果大多少！！！和第一次买没法比
2596,3460398,2925160,“这本书能让你戒烟”，确实是这样的，虽然我还没有看完这本书，虽然我现在还在抽烟，但我还是确信这一点。这本书我刚看一半，作者根据自身的抽烟经验及诊断案例对烟民的心里进行了深入分析，真正反映了烟民的内心世界，很生动，很真实，他告诉我们：吸烟其实并不能带给我们想要的，戒烟也并不是像我们想象的那样可怕，那样的难，给了我信心和勇气，希望广大烟民在这本书的感召下都能戒烟成功！！！！
2372,1485610,104848,包装实在是太让人恶心了，连个包装盒都没有，就是单放在箱子里，没有任何防护东西，让我怎么相信会是正品
1158,2511987,4217906,产品收到了，品相不错，还没有吃。待吃后进一步评价
6090,5132081,2877672,声控语音拨号是这个机子的一个很好玩的功能。
2090,4289218,3277224,照的不错，很划算，用完头发很柔顺
9801,1772997,1872294,不好，用了还是好多头皮屑
7975,1185466,4145813,挺好的 父亲节送给老爸用的
5174,3796400,2735466,同一个订单中这本书没有收到，那为什么还会扣钱呢
2087,2814210,3004853,用清扬洗发水，去屑效果好，送的夹棒质量非常好！
9913,4927349,2355072,物流超级不给力！！！！！！自己还要倒贴运费，连客服都没有。
2484,3279899,3843209,这本书所覆盖的语法点都很全面，初中级学习者完全够用。我在刚学法语时我的老师向我推荐的。看了小一年了，感觉很不错，基本上所有语法点都能找到。而且里边的分类清晰详尽，从一般到特殊都列举出来了，对学习法语很有帮助。但书里面有的地方讲的太细了，有的地方有点太复杂，容易打击学习积极性~我的法语老师说上面的很多知识点连法语专业都不会讲。想系统学习法语同志来说还是备上一本好
9423,392989,1677989,很好，一直都用这个牌子，味道不错，速度很快，快递小哥直接送到门口的，买套盒还多送了一小瓶
10524,197392,4750127,目前使用还不错，颜色大小正合适。
10267,1148117,3607361,给爸妈买的，大小合适，携带方便，价格实惠
9610,952882,428367,这一款洗发露是新款的，第一次用不错，很柔顺，做活动买了满*
8667,3044062,2885642,物流配送很快，看着挺新鲜，还没吃不知道味道如何，希望不要失望。
1192,533008,4762182,第一次在京东上买水果 还不错 新鲜
9422,1645050,3158249,很好，很划算。沙宣用起来非常好，洗完头发垂顺。有光泽。
6396,1267441,4789432,东东脆甜，口感很好哟，下次还会继续支持，不错
10776,836118,305857,之前放进购物车时有的赠品全部没有了
4382,2991437,866301,质量很好应该是正品，去头屑还不错哦
7036,1281073,3235112,一直用这个牌子，家里现在用的是在大润发买的650ml，这个是750ml，一摸一样的瓶子。真是感叹，假nshang的无耻。
5915,6204,2939262,啥自营店，时而有赠品时而没有。退货还无比麻烦，算了没有就没有。但不可否认，内心不爽。。。。。购物过程不太满意
9610,3186873,4869837,第一买这个牌子，还没用过，但愿质量不错
1289,3644044,3231625,不错，挺好的，快递小哥辛苦了，大热天的
3258,4706866,428367,买几天价格降*。还说不符合申请价格保护。各种说辞。算了，认倒霉。王思聪说的好，店大欺客。
1373,803468,4181817,苹果在挂羊头卖狗肉，与实物严重不符，我收到货，打来一看，好些个烂的，枯萎疲劳的苹果，与买家沟通没有回答，请大家误上当！！！！
4343,1883768,1689352,用了神券*购入，质量还不错，但是送来的时候用了一个很大的箱子装的，本来这个就是盒装的，又套了个大箱子，这样又占地方又浪费盒子。=_=物流很快，次日达。
4547,471746,2675427,老婆一直用的沙宣套装，信赖所以一直用！
2681,935703,1015419,我下了订单，但是此书没有送给我，其他书却送到了，真是奇怪。也没说是什么原因
8513,3413033,1464116,外观比较冷峻，功能也比较齐全，mp3\mp4\200万像素……mp4可以横屏哦~~~用的感觉还行吧
